Date Time Temperature_Comedor_Sensor Temperature_Habitacion_Sensor Weather_Temperature CO2_Comedor_Sensor CO2_Habitacion_Sensor Humedad_Comedor_Sensor Humedad_Habitacion_Sensor Lighting_Comedor_Sensor Lighting_Habitacion_Sensor Precipitacion Meteo_Exterior_Crepusculo Meteo_Exterior_Viento Meteo_Exterior_Sol_Oest Meteo_Exterior_Sol_Est Meteo_Exterior_Sol_Sud Meteo_Exterior_Piranometro Exterior_Entalpic_1 Exterior_Entalpic_2 Exterior_Entalpic_turbo Temperature_Exterior_Sensor Humedad_Exterior_Sensor Day_Of_Week
21/03/2012 14:30 16.7307 16.97 13 233.877 229.696 48.1147 56.1893 55.472 83.44 0 618.987 1.984 93503.5 9569.28 69528.2 688.128 0 0 0 17.5967 66.7573 3
21/03/2012 14:45 16.912 17.0593 13 231.787 221.813 48.8827 56.272 51.6667 62.072 0 619.499 2.326 94978 10106.9 64536.6 661.653 0 0 0 17.7133 66.2027 3
21/03/2012 15:00 17.086 17.11 13 226.656 225.696 52.0507 56.4693 44.1253 52.744 0 618.731 2.45467 93225 9533.44 52407 595.605 0 0 0 17.792 65.8987 3
21/03/2012 15:15 17.2727 17.352 13.7333 227.968 277.92 53.1413 56.9173 41.516 43.28 0 618.347 2.026 91761.3 9354.24 45681.3 561.301 0 0 0 17.7367 65.248 3
21/03/2012 15:30 17.4527 17.6113 14 237.824 305.408 55.728 57.448 37.1893 35.0613 0 618.219 2.00267 85927.3 8694.78 36102.8 509.547 0 0 0 17.6733 65.2533 3
21/03/2012 15:45 17.5873 17.7367 13.2667 245.216 302.368 55.848 57.6347 31.2893 25.3413 0 617.877 1.89533 92225.5 8250.37 28599.6 459.968 0 0 0 17.586 65.4427 3
21/03/2012 16:00 17.6767 17.7447 13.2 240.48 266.763 56.712 58.032 27.2693 28.64 0 617.664 2.19467 86048.8 7576.58 21907.1 404.245 0 0 0 17.416 65.656 3
21/03/2012 16:15 17.604 17.5073 13 222.891 228.789 58.5307 58.9413 20.9847 23.9093 0 617.195 2.06067 74290.5 6651.9 14806.4 317.285 0 0 0 17.184 66.264 3
21/03/2012 16:30 17.5533 17.3927 13.3333 215.424 219.253 58.7227 59.3067 21.0673 22.5867 0 616.853 1.84 59438.8 5526.53 10213 228.333 0 0 0 16.9753 66.6373 3
21/03/2012 16:45 17.4967 17.28 14 213.163 215.264 58.6453 59.248 21.1653 23.5213 0 616.128 1.83333 51586.4 5218.3 8249 191.803 0 0 0 16.728 66.9493 3
21/03/2012 17:00 17.442 17.2067 14 211.691 213.525 58.7307 59.3067 21.084 23.3227 0 615.829 1.566 42681.3 4401.15 6300.67 142.091 0 0 0 16.518 67.1253 3
21/03/2012 17:15 17.3613 17.1067 14 212.821 214.165 58.2373 59.072 21.2467 23.6027 0 614.528 1.18467 3892.22 1419.26 1842.18 38.3507 0 0 0 16.3367 67.048 3
21/03/2012 17:30 17.2713 17.0067 14 212.747 213.643 58.592 59.4667 21.1487 23.9093 0 613.845 1.12333 3060.74 1175.55 1404.93 29.7427 0 0 0 16.1513 67.368 3
21/03/2012 17:45 17.1667 16.8973 14 211.797 212.907 58.712 59.688 21.3273 22.9813 0 613.76 0 1784.83 0 1146.88 18.4067 0 0 0 15.9613 67.536 3
21/03/2012 18:00 17.0987 16.7653 14 209.493 210.805 58.6907 59.808 12.8247 23.44 0 613.76 0 344.064 0 0 8.34267 0 0 0 15.796 67.6907 3
21/03/2012 18:15 17 16.6873 13.0667 210.24 210.784 58.872 60.128 11.6053 14.828 0 610.56 0.124667 0 0 0 -0.117333 0 0 0 15.6313 68.008 3
21/03/2012 18:30 16.9347 16.5627 13 211.691 209.76 58.9973 60.5067 11.7033 13.3467 0 237.661 0.344667 0 0 0 -3.512 0 0 0 15.4573 68.7307 3
21/03/2012 18:45 16.86 16.4667 13 211.435 211.317 58.6133 60.96 11.6053 13.3467 0 17.9573 0.625333 0 0 0 -3.44667 0 0 0 15.3333 69.2827 3
21/03/2012 19:00 16.778 16.4027 13 212.789 213.173 59.2213 61.4053 11.524 13.3467 0 1.31 0.599333 0 0 0 -3.316 0 0 0 15.1667 70.0293 3
21/03/2012 19:15 16.67 16.304 13 213.195 213.621 60.28 61.9547 11.622 13.9973 0 0.65 0.191333 0 0 0 -3.25067 0 0 0 15.0233 70.3147 3
21/03/2012 19:30 16.5313 16.1887 13 213.963 215.616 60.9573 62.376 11.6867 13.2653 0 0.65 0 0 0 0 -3.44667 0 0 0 14.878 70.2453 3
21/03/2012 19:45 16.4187 16.072 13 214.965 215.957 60.952 62.4933 11.6053 13.1027 0 0.65 0.072 0 0 0 -3.57733 0 0 0 14.748 70.464 3
21/03/2012 20:00 16.2967 15.964 13 215.157 215.936 60.6987 62.5947 11.6053 13.916 0 0.65 0.124 0 0 0 -3.316 0 0 0 14.604 70.536 3
21/03/2012 20:15 16.2027 15.8567 12.8667 214.603 216.48 59.9173 62.3413 11.524 14.5 0 0.65 0.542667 0 0 0 -3.25067 0 0 0 14.462 70.808 3
21/03/2012 20:30 16.0707 15.726 12 216.576 216.704 59.808 62.48 11.7033 13.3293 0 0.65 0.474667 0 0 0 -3.316 0 0 0 14.2833 71.0907 3
21/03/2012 20:45 15.904 15.5813 11.4667 216.203 218.603 59.9333 62.5627 11.7033 12.7767 0 0.65 0.191333 0 0 0 -3.316 0 0 0 14.0853 71.1547 3
21/03/2012 21:00 15.7933 15.4713 10.4667 216.171 216.107 59.1147 61.9573 11.524 13.428 0 0.65 0.088 0 0 0 -3.316 0 0 0 13.92 70.9173 3
21/03/2012 21:15 15.68 15.344 10 215.488 215.467 59.7093 62.1573 11.524 13.428 0 0.65 0.124667 0 0 0 -3.18533 0 0 0 13.792 71.1067 3
21/03/2012 21:30 15.572 15.2293 10 215.093 217.195 60.1227 62.528 11.6053 13.3467 0 0.65 0 0 0 0 -3.12 0 0 0 13.6633 71.3653 3
21/03/2012 21:45 15.4493 15.1033 10 215.915 216.608 59.8587 62.3627 11.7847 13.3467 0 0.65 0.072 0 0 0 -3.316 0 0 0 13.5367 71.2267 3
21/03/2012 22:00 15.3173 15.0027 10 214.827 216.683 57.9893 60.8107 11.5407 13.948 0 0.65 0.0953333 0 0 0 -3.25067 0 0 0 13.368 70.1733 3
21/03/2012 22:15 15.1853 14.876 10 213.045 213.696 55.336 58.208 11.6867 12.4353 0 0.65 0.0413333 0 0 0 -3.18533 0 0 0 13.152 68.5253 3
21/03/2012 22:30 15.016 14.7 9.86667 212.064 212.128 54.496 56.7547 11.7847 13.7533 0 0.65 0.0493333 0 0 0 -3.25067 0 0 0 12.9273 67.68 3
21/03/2012 22:45 14.83 14.5573 9.33333 212.384 212.683 54.3093 56.3173 11.524 13.7693 0 0.65 0.106667 0 0 0 -3.12 0 0 0 12.696 67.1653 3
21/03/2012 23:00 14.7013 14.4067 9 211.819 212.149 53.712 56.1093 11.524 13.0213 0 0.65 0.351333 0 0 0 -3.25067 0 0 0 12.4913 66.9973 3
21/03/2012 23:15 14.56 14.2767 9 211.659 212.629 53.1627 56.0347 11.5407 14.1267 0 0.65 0.71 0 0 0 -3.12 0 0 0 12.3153 67.016 3
21/03/2012 23:30 14.4327 14.1207 8.66667 210.176 211.445 52.1947 55.2987 11.524 11.9307 0 0.65 0.731333 0 0 0 -3.316 0 0 0 12.1487 66.4853 3
21/03/2012 23:45 14.3 13.986 8 209.664 210.315 51.8667 54.6347 11.5073 13.5093 0 0.65 0.536 0 0 0 -3.18533 0 0 0 12.0067 66.2267 3
22/03/2012 00:00 14.1747 13.876 8 208.864 209.344 51.208 54.5787 11.622 13.4593 0 0.65 0.684 0 0 0 -3.25067 0 0 0 11.8573 65.8187 3.06667
22/03/2012 00:15 14.088 13.75 8 207.392 209.141 50.8853 54.68 11.4427 13.3467 0 0.65 1.07 0 0 0 -3.12 0 0 0 11.7293 65.4987 4
22/03/2012 00:30 13.968 13.6513 8 207.115 208.896 50.648 54.5627 11.6053 13.948 0 0.65 0.966 0 0 0 -3.18533 0 0 0 11.6067 65.2667 4
22/03/2012 00:45 13.8427 13.5307 7.06667 206.357 207.947 50.4907 54.3307 11.6053 13.768 0 0.65 1.18467 0 0 0 -3.18533 0 0 0 11.516 64.9093 4
22/03/2012 01:00 13.7387 13.4267 7 206.667 208.384 50.3467 54.5147 11.524 13.428 0 0.65 0.774 0 0 0 -3.25067 0 0 0 11.4167 64.712 4
22/03/2012 01:15 13.6367 13.3333 7 206.72 207.52 50.304 53.8267 11.8827 13.2813 0 0.65 0.916667 0 0 0 -3.10733 0 0 0 11.3233 64.7627 4
22/03/2012 01:30 13.5313 13.256 7.13333 205.835 207.04 50.272 54.1867 11.426 12.94 0 0.65 0.370667 0 0 0 -3.12 0 0 0 11.252 64.7253 4
22/03/2012 01:45 13.41 13.14 7.86667 206.005 208.011 50.1707 53.864 11.6053 14.0453 0 0.65 0.503333 0 0 0 -3.042 0 0 0 11.138 64.072 4
22/03/2012 02:00 13.3213 13.0473 7.8 205.813 207.243 50.056 54.16 11.524 13.0047 0 0.65 0.392 0 0 0 -3.12 0 0 0 11.0227 63.9387 4
22/03/2012 02:15 13.2293 12.93 7 205.365 207.051 50.016 54.0347 11.524 13.428 0 0.65 0.153333 0 0 0 -3.12 0 0 0 10.9367 63.6 4
22/03/2012 02:30 13.0987 12.8367 7 205.216 207.616 50.0667 55.1867 11.6053 14.4993 0 0.65 0.864667 0 0 0 -3.18533 0 0 0 10.8247 63.488 4
22/03/2012 02:45 12.9807 12.708 7 205.493 207.264 50.0933 55.3387 11.524 13.1027 0 0.65 0.835333 0 0 0 -3.042 0 0 0 10.714 63.4267 4
22/03/2012 03:00 12.8913 12.61 7 205.067 206.869 50.064 55.7333 11.4427 14.3213 0 0.65 1.10733 0 0 0 -3.12 0 0 0 10.6267 63.528 4
22/03/2012 03:15 12.7967 12.5013 7 205.621 207.072 50.0907 55.6213 11.6867 13.3467 0 0.65 0.872 0 0 0 -3.18533 0 0 0 10.548 63.6773 4
22/03/2012 03:30 12.6987 12.3887 7 205.269 206.933 50.056 54.96 11.524 13.3787 0 0.65 0.682 0 0 0 -3.042 0 0 0 10.4533 63.5627 4
22/03/2012 03:45 12.5933 12.2867 7 205.184 206.624 50.0747 54.9973 11.328 13.3627 0 0.65 0.687333 0 0 0 -3.042 0 0 0 10.3627 63.5547 4
22/03/2012 04:00 12.4707 12.1647 7 204.736 207.776 50.1147 54.7093 11.524 13.3467 0 0.65 0.184 0 0 0 -3.12 0 0 0 10.2433 63.352 4
22/03/2012 04:15 12.346 12.0613 5.66667 205.323 208.235 50.288 54.1973 11.524 13.6227 0 0.65 0.546667 0 0 0 -3.18533 0 0 0 10.1113 63.5227 4
22/03/2012 04:30 12.226 11.9567 5 205.387 207.232 50.3147 54.3093 11.5073 14.0947 0 0.65 0.46 0 0 0 -3.12 0 0 0 10.0053 63.7573 4
22/03/2012 04:45 12.1113 11.862 5 204.853 207.648 50.2533 54.84 11.6053 13.428 0 0.65 1.08333 0 0 0 -3.18533 0 0 0 9.9 63.768 4
22/03/2012 05:00 12.0313 11.74 5 205.707 207.264 50.44 54.3813 11.3613 13.1833 0 0.65 0.233333 0 0 0 -3.12 0 0 0 9.82 63.8853 4
22/03/2012 05:15 11.9387 11.6453 5 204.875 207.104 50.272 55.152 11.6053 13.948 0 0.65 0.406667 0 0 0 -3.042 0 0 0 9.72267 63.9227 4
22/03/2012 05:30 11.8413 11.5453 5 205.067 208.139 50.3787 54.808 11.622 12.956 0 1.178 0.248667 0 0 0 -3.042 0 0 0 9.626 63.96 4
22/03/2012 05:45 11.7133 11.42 5 205.899 208.171 50.3467 55.0053 11.5073 14.0133 0 21.952 0.681333 0 0 0 -3.042 0 0 0 9.49333 64.064 4
22/03/2012 06:00 11.5907 11.32 5 205.717 207.712 50.3627 55.392 11.4427 13.2653 0 325.707 0.614667 0 0 0 -3.02933 0 0 0 9.38667 64.0933 4
22/03/2012 06:15 11.5253 11.2247 5 205.696 208.16 50.424 55.048 11.6867 17.2207 0 611.2 0.524 0 845.824 143.36 2.746 0 0 0 9.30667 63.9813 4
22/03/2012 06:30 11.4367 11.144 5 206.197 208.277 50.312 54.96 18.6613 23.4853 0 611.712 0.48 3956.74 19908.6 4544.51 26.6073 0 0 0 9.24267 64.0133 4
22/03/2012 06:45 11.3867 11.0893 5 206.048 208.085 50.5253 54.8053 21.148 23.4213 0 613.803 0.376667 8314.88 50473.6 12907.2 72.96 0 0 0 9.22333 64.208 4
22/03/2012 07:00 11.352 11.076 5.33333 206.133 208.085 50.04 55.7973 21.3107 23.2427 0 615.445 0.324 10163.9 60153.9 20272.5 118.917 0 0 0 9.27333 64.1813 4
22/03/2012 07:15 11.3553 11.0787 6 206.091 208.192 49.8773 55.8987 21.2467 23.5853 0 616.555 0.454 11401.9 66505.4 28532.7 168.251 0 0 0 9.37667 63.8107 4
22/03/2012 07:30 11.39 11.1067 6.13333 206.325 208.448 49.7867 55.816 21.1473 24.5587 0 617.408 0.910667 12419.1 71434.2 37079.7 220.661 0 0 0 9.53 63.5387 4
22/03/2012 07:45 11.4333 11.1513 7 206.965 208.064 49.6693 55.8907 21.23 36.1053 0 618.048 0.947333 13444.4 75270.8 45305.9 273.152 0 0 0 9.74333 62.9573 4
22/03/2012 08:00 11.536 11.2247 7 206.219 207.872 49.664 55.5867 21.4093 46.792 0 618.773 1.016 14627.5 77466.3 53054.1 323.989 0 0 0 9.99467 62.4107 4
22/03/2012 08:15 11.6187 11.3453 7.73333 206.485 207.136 49.6533 55.2133 29.8893 55.4453 0 619.2 1.33267 15358 78637.7 60263.1 374.613 0 0 0 10.314 61.952 4
22/03/2012 08:30 11.784 11.5087 8 206.272 206.709 49.5813 54.6853 33.3067 83.5307 0 619.712 1.71867 16104.1 79691.8 66898.6 423.701 0 0 0 10.6873 61.488 4
22/03/2012 08:45 11.986 11.7213 9.46667 206.485 206.784 49.464 54.1387 41.5787 103.397 0 620.096 2.08933 17401.2 79861.1 73067.2 474.155 0 0 0 11.106 61.0347 4
22/03/2012 09:00 12.2573 11.9413 10 207.232 208.277 49.3947 53.5867 44.16 113.264 0 620.48 2.37067 17063.9 82001.9 78929.9 520.491 0 0 0 11.4973 60.6907 4
22/03/2012 09:15 12.492 12.1713 10 207.851 208.384 49.352 53.2213 51.816 113.147 0 620.608 1.94467 15546.4 81881.8 83886.1 564.267 0 0 0 11.9467 60.3893 4
22/03/2012 09:30 12.7267 12.4453 11.0667 207.712 208.224 49.2453 53.024 51.7387 131.819 0 621.419 1.15733 14168.1 78749.7 88435.4 601.408 0 0 0 12.466 60.2347 4
22/03/2012 09:45 12.9873 12.7287 12 208.181 208.693 49.0293 52.7973 51.9973 143.019 0 621.845 1.25 12957.7 74926.8 93148.5 639.915 0 0 0 12.974 59.9653 4
22/03/2012 10:00 13.272 13.046 12.4 208.245 208.587 48.88 52.5387 77.5627 142.763 0 623.125 1.41867 12060.7 68750 95436.8 679.552 0 0 0 13.498 59.2053 4
22/03/2012 10:15 13.5747 13.37 15 208.459 208.949 48.784 52.1733 81.7413 143.28 0 623.595 1.91933 10914.5 59471.2 95436.8 712.661 0 0 0 14.0307 58.3707 4
22/03/2012 10:30 13.9113 13.736 15 208.587 208.32 48.632 51.8347 81.904 142.256 0 623.509 1.794 10121.2 47777.1 95447.7 740.48 0 0 0 14.542 57.4693 4
22/03/2012 10:45 14.224 14.0913 15 208.469 208.683 48.408 51.632 81.7627 142.928 0 623.68 1.30267 9540.61 34930.7 95475 763.861 0 0 0 15.0487 56.3653 4
22/03/2012 11:00 14.556 14.44 15.3333 208.779 208.448 48.1413 51.4133 81.7253 142.779 0 623.979 0.979333 9010.18 24479.1 95518.7 782.592 0 0 0 15.4927 55.6133 4
22/03/2012 11:15 14.8713 14.7947 16 208.757 208.853 47.9093 50.872 82.0027 142.848 0 624.235 0.817333 8537.09 18253.1 95518.7 799.744 0 0 0 15.9693 54.824 4
22/03/2012 11:30 15.2013 15.1373 16 209.365 208.843 47.944 51.2533 81.5627 143.2 0 623.467 1.96733 8343.55 14979.1 95475 800.939 0 0 0 16.3547 55.0293 4
22/03/2012 11:45 15.4987 15.462 16 210.421 209.088 48.1013 51.4453 82.024 142.96 0 622.144 2.18067 8709.12 12757 95354.9 817.493 0 0 0 16.5893 55.384 4
22/03/2012 12:00 15.824 15.7833 16.3333 211.541 210.08 48.096 51.3573 83.2107 142.448 0 621.76 2.36533 10263.2 10471.1 95234.7 825.472 0 0 0 16.8667 55.2133 4
22/03/2012 12:15 16.1253 16.054 17 212.619 212.267 48.1547 51.5307 81.504 142.768 0 621.76 2.51733 13344.1 9425.92 95191 828.544 0 0 0 17.124 55.24 4
22/03/2012 12:30 16.514 16.412 17 227.52 276.853 47.7147 50.5013 81.6427 142.597 0 621.632 2.40533 18311.9 9562.11 95191 825.045 0 0 0 17.686 53.2427 4
22/03/2012 12:45 16.8833 16.7027 17.1333 249.227 289.696 47.2613 50.2027 81.8427 139.301 0 621.248 2.20067 25724.2 8938.5 95207.4 816 0 0 0 17.7473 53.5867 4
22/03/2012 13:00 17.1273 16.9967 18 237.291 287.68 47.1547 50.4533 81.664 113.141 0 620.437 2.71867 36110.3 8386.56 93055.7 802.859 0 0 0 17.9833 54.008 4
22/03/2012 13:15 17.3587 17.1533 18 229.803 242.944 46.776 50.0107 81.6827 113.579 0 620.48 2.59133 48231.8 8279.04 89079.8 785.195 0 0 0 18.2267 53.768 4
22/03/2012 13:30 17.532 17.3093 18 222.763 223.232 47.016 50.4133 81.5013 113.248 0 620.139 2.60333 61472.8 8429.57 84757.2 768.256 0 0 0 18.4747 52.768 4
22/03/2012 13:45 17.7387 17.4413 17.4667 217.099 216.203 45.5147 49.192 81.424 107.067 0 619.84 2.44 72182.4 8508.42 80420.9 749.141 0 0 0 18.7253 52.264 4
22/03/2012 14:00 17.9513 17.5967 16.6667 214.539 213.045 45.472 49.9227 73.4027 83.264 0 619.499 3.05933 80085 8494.08 75328.2 723.797 0 0 0 18.9593 51.6373 4
22/03/2012 14:15 18.118 17.7107 16 214.336 211.584 46.3253 50.5467 51.8187 83.4453 0 619.2 2.91667 87463.3 8572.93 69577.4 694.741 0 0 0 19.1147 51.4213 4
22/03/2012 14:30 18.2747 17.8047 16 212.309 210.571 45.968 50.4107 51.3093 67.024 0 619.243 2.53867 90385.1 8680.45 63354.2 658.731 0 0 0 19.3 50.68 4
22/03/2012 14:45 18.4247 17.9047 16 212.139 209.952 45.272 50.1867 51.3387 53.184 0 619.115 2.43533 91701.2 8823.81 56647.7 622.485 0 0 0 19.444 49.464 4
22/03/2012 15:00 18.5727 17.98 16 210.581 209.952 43.7413 49.6267 41.516 46.9733 0 618.987 2.28933 91876 8694.78 49375.9 584.939 0 0 0 19.4587 48.3067 4
22/03/2012 15:15 18.668 18.0693 16 211.328 239.371 43.7093 49.7893 41.276 43.0373 0 618.603 2.82933 89030.7 8193.02 41563.5 543.296 0 0 0 19.4053 46.856 4
22/03/2012 15:30 18.7747 18.1167 16 214.4 270.347 43.2933 49.5413 35.9227 38.5467 0 618.219 2.80733 88484.5 7655.42 33475.2 499.328 0 0 0 19.2973 45.912 4
22/03/2012 15:45 18.8367 18.1433 16 216.096 234.997 41.7653 47.1067 27.2047 27.7627 0 617.92 2.324 90101.1 7361.54 26148.9 453.205 0 0 0 19.144 45.1467 4
22/03/2012 16:00 18.8973 18.2793 16 232.096 305.237 41.8013 47.8053 20.9853 23.44 0 617.877 2.88067 87930.2 7139.33 19993.9 405.163 0 0 0 19.3073 41.2667 4
22/03/2012 16:15 18.924 18.32 16 241.344 332.981 43.632 47.912 21.1827 23.78 0 617.451 2.558 87689.9 6995.97 15587.3 357.995 0 0 0 19.034 47.448 4
22/03/2012 16:30 18.9353 18.2767 16 239.307 286.517 46.3947 49.6 21.3447 22.4707 0 617.28 2.76933 81442.1 6845.44 12505.1 305.856 0 0 0 18.6013 50.832 4
22/03/2012 16:45 18.9233 18.2467 16 235.659 263.424 46.7653 49.7493 20.904 21.228 0 616.64 2.73533 74582.7 6601.73 10156.4 257.728 0 0 0 18.2233 49.9627 4
22/03/2012 17:00 18.9033 18.208 15.2667 230.592 249.131 45.688 49.7867 21.2473 21.4893 0 616.512 2.358 68845.6 6207.49 8601.6 205.984 0 0 0 17.8393 47.9307 4
22/03/2012 17:15 18.83 18.1467 15 224.704 236.992 45.4773 49.1253 21.066 21.8493 0 616 2.408 61475.5 5440.51 7390.21 153.856 0 0 0 17.5413 50.6347 4
22/03/2012 17:30 18.782 18.1033 15 222.581 230.059 46.584 49.344 20.986 22.4067 0 615.552 1.79133 19902.5 3204.1 3627.01 62.112 0 0 0 17.38 52.9227 4
22/03/2012 17:45 18.7113 18.07 15 220 224.565 47.5733 50.3173 21.0193 21.3093 0 614.272 1.608 2351.1 1913.86 1705.98 22.74 0 0 0 17.2087 54.8853 4
22/03/2012 18:00 18.658 18.0047 15 216.928 220.768 48.4133 50.672 15.8313 21.8667 0 613.803 1.11933 1662.98 1068.03 939.008 12.2233 0 0 0 17.0447 55.9013 4
22/03/2012 18:15 18.59 17.93 15 215.723 218.016 49.136 51.224 11.6053 17.3027 0 613.76 0.929333 293.888 0 0 1.92533 0 0 0 16.8767 56.8613 4
22/03/2012 18:30 18.5233 17.864 14.6667 214.965 215.669 49.8427 51.8133 11.6867 13.5413 0 309.501 1.10333 0 0 0 -3.512 0 0 0 16.688 57.952 4
22/03/2012 18:45 18.438 17.7987 14 213.323 215.851 50.488 52.2213 11.622 13.98 0 14.0473 0.889333 0 0 0 -3.38133 0 0 0 16.4927 58.6133 4
22/03/2012 19:00 18.3633 17.7333 14 213.419 215.125 51.1067 52.6827 11.524 13.7853 0 1.002 0.362 0 0 0 -3.44667 0 0 0 16.28 59.6907 4
22/03/2012 19:15 18.2787 17.6333 14 214.059 214.432 51.5627 52.9947 11.866 13.428 0 0.65 0.228667 0 0 0 -3.44667 0 0 0 16.1027 60.1413 4
22/03/2012 19:30 18.19 17.5767 14 213.333 214.443 51.8613 53.2107 11.28 13.2653 0 0.65 0.454 0 0 0 -3.57733 0 0 0 15.95 60.584 4
22/03/2012 19:45 18.1127 17.508 13.4667 213.323 214.432 52.0667 53.456 11.7033 12.8587 0 0.694 0.52 0 0 0 -3.64267 0 0 0 15.7533 61.2827 4
22/03/2012 20:00 18.0147 17.43 13 213.728 214.4 52.1147 53.7013 11.524 12.8907 0 0.65 0.778667 0 0 0 -3.44667 0 0 0 15.58 61.0187 4
22/03/2012 20:15 17.9193 17.3593 13 213.611 215.147 51.76 53.7493 11.524 13.672 0 0.65 0.378667 0 0 0 -3.316 0 0 0 15.3973 59.744 4
22/03/2012 20:30 17.8267 17.24 13 214.496 217.312 51.5253 53.6533 11.6867 13.184 0 0.65 0.430667 0 0 0 -3.44667 0 0 0 15.2293 59.4507 4
22/03/2012 20:45 17.7527 17.1727 13 215.072 220.192 51.1467 53.5067 11.622 13.184 0 0.65 0.612 0 0 0 -3.512 0 0 0 15.0167 59.08 4
22/03/2012 21:00 17.65 17.0833 12.8667 215.915 221.152 50.8373 53.3067 11.4427 12.1913 0 0.65 0.518 0 0 0 -3.316 0 0 0 14.8367 58.632 4
22/03/2012 21:15 17.54 16.9953 12.2 215.36 220.608 50.4373 53.1227 11.7847 13.9633 0 0.65 0.122 0 0 0 -3.316 0 0 0 14.6527 58.0107 4
22/03/2012 21:30 17.4687 16.916 12 215.605 218.56 50.1707 52.9573 11.3447 14.192 0 0.65 0.148 0 0 0 -3.18533 0 0 0 14.4827 57.9173 4
22/03/2012 21:45 17.3727 16.8107 11.0667 215.787 218.219 49.8213 52.8053 11.7847 13.232 0 0.65 0.516667 0 0 0 -3.316 0 0 0 14.312 57.8587 4
22/03/2012 22:00 17.272 16.7087 11 215.68 217.792 49.4373 52.688 11.6053 11.9473 0 0.65 0.866667 0 0 0 -3.38133 0 0 0 14.1233 57.688 4
22/03/2012 22:15 17.16 16.61 11 216.341 217.099 49.224 52.5093 11.6867 12.598 0 0.65 0.866667 0 0 0 -3.316 0 0 0 13.942 57.7973 4
22/03/2012 22:30 17.0427 16.4973 10.4667 216.907 217.451 49.296 52.3253 11.524 14.8413 0 0.65 0.368667 0 0 0 -3.25067 0 0 0 13.7627 58.6347 4
22/03/2012 22:45 16.9413 16.3847 10 215.872 217.653 49.3867 52.3413 11.866 13.5907 0 0.65 0.170667 0 0 0 -3.38133 0 0 0 13.618 59.5467 4
22/03/2012 23:00 16.8607 16.2967 9.86667 216.267 216.789 49.6693 52.3627 11.67 13.5907 0 0.65 0.142 0 0 0 -2.964 0 0 0 13.476 60.3253 4
22/03/2012 23:15 16.77 16.1993 9 216.523 218.379 49.912 52.4373 11.866 13.7693 0 0.65 0.096 0 0 0 -3.18533 0 0 0 13.34 60.7547 4
22/03/2012 23:30 16.666 16.1033 9 215.563 217.845 50.032 52.552 11.5407 13.428 0 0.65 0.248667 0 0 0 -3.25067 0 0 0 13.2133 61.3707 4
22/03/2012 23:45 16.556 16.0087 9 215.552 216.981 50.112 52.6773 11.6053 13.688 0 0.65 0.275333 0 0 0 -3.316 0 0 0 13.0907 62.3227 4
23/03/2012 00:00 16.4493 15.9047 9 215.477 217.461 49.9467 52.7467 11.4427 14.0453 0 0.65 0.287333 0 0 0 -3.18533 0 0 0 12.9607 62.72 4.06667
23/03/2012 00:15 16.3387 15.8173 9 215.499 217.664 49.8187 52.8133 11.6053 14.3213 0 0.65 0.334 0 0 0 -3.316 0 0 0 12.8107 63.0827 5
23/03/2012 00:30 16.2393 15.714 8.66667 215.125 216.331 50.048 52.8933 11.6867 14.76 0 0.65 0.08 0 0 0 -3.25067 0 0 0 12.69 62.6267 5
23/03/2012 00:45 16.1327 15.6087 8.2 215.157 215.957 49.8133 52.8587 11.622 15.2307 0 0.65 0.245333 0 0 0 -3.10733 0 0 0 12.5407 62.6187 5
23/03/2012 01:00 16.028 15.5033 8 214.955 215.136 49.4587 52.816 11.6867 12.1913 0 0.65 0.419333 0 0 0 -3.12 0 0 0 12.3867 62.6853 5
23/03/2012 01:15 15.9193 15.4067 8 213.941 213.323 49.3707 52.7573 11.6867 13.184 0 0.65 0.3 0 0 0 -3.18533 0 0 0 12.2447 62.352 5
23/03/2012 01:30 15.8133 15.2833 8 213.387 214.347 49.704 52.7253 11.524 13.428 0 0.65 0.0546667 0 0 0 -3.18533 0 0 0 12.1133 62.0053 5
23/03/2012 01:45 15.7193 15.1773 8 213.237 214.293 49.472 52.7307 11.6053 13.428 0 0.65 0.0933333 0 0 0 -3.18533 0 0 0 11.9807 61.96 5
23/03/2012 02:00 15.61 15.0713 8 212.192 213.664 49.4373 52.688 11.6053 13.2653 0 0.65 0 0 0 0 -3.17267 0 0 0 11.8607 61.936 5
23/03/2012 02:15 15.5127 14.9933 8 211.189 213.557 49.2853 52.6773 11.524 13.2653 0 0.65 0.104 0 0 0 -3.25067 0 0 0 11.718 61.904 5
23/03/2012 02:30 15.4147 14.9233 7.66667 212.075 213.269 49.3333 52.68 11.524 13.8013 0 0.65 0.0493333 0 0 0 -3.10733 0 0 0 11.59 62.032 5
23/03/2012 02:45 15.318 14.8233 7 210.827 212.107 49.2267 52.64 11.7033 12.8093 0 0.65 0 0 0 0 -3.18533 0 0 0 11.4713 62.0613 5
23/03/2012 03:00 15.218 14.7227 7 210.112 211.808 49.2133 52.576 11.6053 13.428 0 0.65 0 0 0 0 -3.25067 0 0 0 11.3627 62.1653 5
23/03/2012 03:15 15.1233 14.6273 7 210.528 212.405 49.3093 52.6373 11.6867 13.5093 0 0.65 0 0 0 0 -3.18533 0 0 0 11.2193 62.4693 5
